	election	cmte_id	purpid	purpose	vendor	category	platform	category_recode	consult	digital	cand_id	cand_office	sup_opp	soc_media	exp_amo	cmte_nm	cmte_dsgn	cmte_tp	party_impute	fec_party	crp_party	party_combined	pacshort	recipcode	industry	name	crpico	recipcode_cand	office	state	cd	cand_support	source	transaction_amt	cand_name	cand_office_st	cand_office_district	cand_ici	cand_status	status_combined	ads_ind	tv	tv2	ads_ind2	ads_opp	ads_opp2	ads	ads2	presyear	commtype	prescomms	preselect	dig_source	dig_type	total	deflator	total12
376	2014.0	C00561696	387423.0	ONLINE ADS	FACEBOOK	digital	1.0	digital		1.0	S4OK00307	S		1.0		CONNIE JOHNSON FOR OKLAHOMA	P	S		1.0	1.0	1.0	Connie Johnson for Oklahoma	DL	Z1200	Connnie Johnson (D)	O	DL	S	OK			1.0	178.11000537872314	JOHNSON, CONSTANCE NEVLIN	OK	0.0	C	P	2.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	2.0			2.0	1.0	0.00017811	103.65	0.00017183792
377	2020.0	C00741710	157167.0	DIGITAL BILLBOARD ADVERTISING	STARBOARD STRATEGIC	digital	0.0	digital		1.0	S8GA00180	S	O	0.0	11725.78	NRA VICTORY FUND, INC.	U	O	2.0			2.0	NRA Victory Fund	OI	J6200	Jon Ossoff (D)	C	DW	S	GA			2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	7.0		2020.0	1.0	1.0	0.011725781	113.65	0.0103174485
378	2014.0	C00492595	606269.0	WEB ADVERTISING	DSPOLITICAL	digital	0.0	digital		1.0	H4NC12100	H	S	0.0	23445.400390625	PROGRESSIVE KICK INDEPENDENT EXPENDITURES	U	O	1.0		1.0	1.0	Progressive Kick	OI	J1200	Alma Adams (D)	O	DW	H	NC	12.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	7.0			1.0	1.0	0.0234454	103.65	0.022619776
379	2020.0	C00672394	156546.0	DIGITAL ADS	PRECISION STRATEGIES	digital	0.0	digital		1.0				0.0		WIN JUSTICE	U	O	1.0		1.0	1.0	Win Justice PAC	OI	J1200								1.0	117856.640625								0.0	0.0		1.0	1.0	1.0	1.0	1.0	7.0		2020.0	1.0	1.0	0.117856644	113.65	0.1037014
380	2010.0	C00004036	289182.0	INTERNET ADS STARTING	FACEBOOK	digital	1.0	digital		1.0	H6IL17155	H	S	1.0	5000.0	SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION)	B	Q	1.0			1.0	Service Employees International Union	PL	LG300	Phil Hare (D)	I	DL	H	IL	17.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	6.0			2.0	1.0	0.005	96.17	0.0051991264
381	2014.0	C00499020	277881.0	IE LANKFORD ONLINE ADS	ODD LAMPS	digital	0.0	digital		1.0	S4OK00232	S	O	0.0	2000.0	FREEDOMWORKS FOR AMERICA	U	O	2.0		2.0	2.0	FreedomWorks for America	OI	J1100	James Lankford (R)	O	RW	S	OK			2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	7.0			1.0	1.0	0.002	103.65	0.0019295707
382	2018.0	C00640839	13561.0	ADVERTISING DIGITAL	JAMESTOWN ASSOC	digital	0.0	digital		1.0	H8PA17050	H		0.0		JOHN CHRIN FOR CONGRESS	P	H		2.0	2.0	2.0	John Chrin for Congress	RL	Z1100	John Chrin (R)	C	RL	H	PA	8.0		1.0	10937.5	CHRIN, JOHN R	PA	8.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			1.0	1.0	0.0109375	110.32	0.0099143395
383	2016.0	C90005471	387520.0	ONLINE ADVERTISING	BLUEPRINT INTERACTIVE	digital	0.0	digital		1.0	P60005915	P	O	0.0	3125.0101318359375	PLANNED PARENTHOOD ACTION FUND INC	U	I	1.0			1.0	Planned Parenthood Action Fund	OI	J7150	Ben Carson (R)	O	RL	P				2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	8.0		2016.0	1.0	1.0	0.0031250103	105.74	0.002955372
384	2018.0	C90018425	156698.0	DIGITAL ADVERTISEMENTS	NEW PARADIGM STRATEGY GROUP	digital	0.0	digital		1.0	S8NV00156	S	S	0.0	833.5	ONE APIA NEVADA PAC	U	I	1.0			1.0	One Apia Nevada PAC	OI	J7500	Jacky Rosen (D)	C	DW	S	NV			2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	8.0			1.0	1.0	0.0008335	110.32	0.0007555294
385	2010.0	C00475640	609800.0	WEBSITE ADMINISTRATION	WILLOUGHBY JOHN W	digital	0.0	digital		1.0	H0HI02106	H		0.0		WILLOUGHBY FOR CONGRESS	P	H		2.0	2.0	2.0	Willoughby for Congress	RL	Z1100	John Willoughby (R)	C	RL	H	HI	2.0		1.0	180.0	WILLOUGHBY, JOHN WILLIAM	HI	2.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			1.0	1.0	0.00018	96.17	0.00018716857
386	2010.0	C00457374	606275.0	WEB ADVERTISING COSTS	ELECTION MALL	digital	0.0	digital		1.0	S0CA00298	S		0.0		DEVORE FOR CALIFORNIA	P	S		2.0	2.0	2.0	Devore for California	RL	Z1100	Chuck Devore (R)	C	RL	S	CA			1.0	1758.0	DEVORE, CHUCK	CA	0.0	C	P	2.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	2.0			1.0	1.0	0.001758	96.17	0.0018280129
387	2020.0	C00508440	387520.0	ONLINE ADVERTISING	BULLY PULPIT INTERACTIVE	digital	0.0	digital		1.0	S0IA00176	S	S	0.0	32538.0	HUMAN RIGHTS CAMPAIGN EQUALITY VOTES	U	O	1.0			1.0	Human Rights Campaign Equality Votes	OI	J7300	Theresa Greenfield (D)	C	DL	S	IA			2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	7.0		2020.0	1.0	1.0	0.032538	113.65	0.028630005
388	2014.0	C00466490	387520.0	ONLINE ADVERTISING	CAMPAIGN GRID	digital	0.0	digital		1.0	H0NY19139	H		0.0		FRIENDS OF NAN HAYWORTH	P	H		2.0	2.0	2.0	Friends of Nan Hayworth	RL	Z1100	Nan Hayworth (R)	C	RL	H	NY	18.0		1.0	22500.0	HAYWORTH, NAN	NY	18.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			1.0	1.0	0.0225	103.65	0.02170767
389	2016.0	C00313510	3874.0	AD	FACEBOOK	media	1.0	digital		1.0	H6NJ08118	H		1.0		PASCRELL FOR CONGRESS	P	H		1.0	1.0	1.0	Pascrell for Congress	DW	Z1200	Bill Pascrell Jr (D)	I	DW	H	NJ	9.0		1.0	99.81000137329102	PASCRELL, WILLIAM J. HON.	NJ	9.0	I	C	1.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2016.0	2.0	1.0	9.981e-05	105.74	9.439191e-05
390	2016.0	C00331769	387520.0	ONLINE ADVERTISING	REVOLUTION MESSAGING	digital	0.0	digital		1.0	H8CA09060	H		0.0		BARBARA LEE FOR CONGRESS	P	H		1.0	1.0	1.0	Barbara Lee for Congress	DW	Z1200	Barbara Lee (D)	I	DW	H	CA	13.0		1.0	25000.0	LEE, BARBARA	CA	13.0	I	C	1.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2016.0	1.0	1.0	0.025	105.74	0.023642898
391	2020.0	C00737254	609825.0	WEBSITE ADVERTISING	PYRAMID PRODUCTIONS	digital	0.0	digital		1.0	H0NY17315	H		0.0		MAUREEN FOR CONGRESS	P	H		2.0	2.0	2.0	Maureen for Congress	RL	Z1100	Maureen McArdle Schulman (R)	O	RL	H	NY	17.0		1.0	50.0	MCARDLE SCHULMAN, MAUREEN B MRS	NY	17.0	O	C	3.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2020.0	1.0	1.0	5e-05	113.65	4.3994718e-05
392	2020.0	C00568931	47765.0	BIDEN DIGITAL AD	NEW MEDIA FIRM	digital	0.0	digital		1.0	P80000722	P	S	0.0	25500.0	MI PLANNED PARENTHOOD VOTES	U	O	1.0			1.0	Planned Parenthood of Michigan	OI	J7150	Joe Biden (D)	C	DW	P			2.0	2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	7.0		2020.0	1.0	1.0	0.0255	113.65	0.022437306
393	2020.0	C00729954	156546.0	DIGITAL ADS	STRATEGIC PLANNING SYSTEMS	digital	0.0	digital		1.0	H0NY02234	H		0.0		GARBARINO FOR CONGRESS	P	H		2.0	2.0	2.0	Garbarino for Congress	RW	Z1100	Andrew Garbarino (R)	O	RW	H	NY	2.0		1.0	6380.0	GARBARINO, ANDREW	NY	2.0	O	C	3.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2020.0	1.0	1.0	0.00638	113.65	0.0056137266
394	2020.0	C00486845	156447.0	DIGITAL AD PRODUCTION	BLUEPRINT INTERACTIVE	digital	0.0	digital		1.0	P80000722	P	S	0.0	6287.0	LCV VICTORY FUND	U	O	1.0			1.0	LCV Victory Fund	OI	JE300	Joe Biden (D)	C	DW	P			2.0	2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	7.0		2020.0	1.0	1.0	0.006287	113.65	0.0055318964
395	2016.0	C00564765	337625.0	MEDIA PLACEMENT DIGITAL ESTIMATE	FACEBOOK	digital	1.0	digital		1.0	S8IN00049	S	O	1.0	400.0	FREEDOM PARTNERS ACTION FUND, INC.	U	O	2.0		2.0	2.0	Freedom Partners Action Fund	OI	J1100	Evan Bayh (D)	O	DL	S	IN			2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	7.0		2016.0	2.0	1.0	0.0004	105.74	0.00037828635
396	2012.0	C00496034	389099.0	ONLINE FUNDRAISING GOOGLE ADS	RAISEDIGITAL	digital	0.0	digital		1.0	P20002721	P		0.0		RICK SANTORUM FOR PRESIDENT INC.	P	P		2.0	2.0	2.0	Rick Santorum for President	RL	Z1100	Rick Santorum (R)	C	RL	P				1.0	5415.800048828125	SANTORUM, RICHARD J.	US	0.0	C	P	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	1.0		2012.0	1.0	1.0	0.0054158	100.0	0.0054158
397	2018.0	C00672394	156706.0	DIGITAL ADVERTISING	WORLDVIEW DBA SWAYABLE	digital	0.0	digital		1.0	S8FL00273	S	O	0.0	3450.0	WIN JUSTICE	U	O	1.0		1.0	1.0	Win Justice PAC	OI	J1200	Rick Scott (R)	C	RW	S	FL			2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	7.0			1.0	1.0	0.00345	110.32	0.0031272662
398	2012.0	C00508648	202505.0	FB ADS FROM	FACEBOOK	media	1.0	digital		1.0	S2NV00217	S		1.0		BARRY ELLSWORTH FOR SENATE	P	S		1.0	1.0	1.0	Barry Ellsworth for Senate	DL	Z1200	Barry Ellsworth (D)	C	DL	S	NV			1.0	628.0	ELLSWORTH, BARRY A	NV	0.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	2.0		2012.0	2.0	1.0	0.000628	100.0	0.000628
399	2020.0	C00341396	387520.0	ONLINE ADVERTISING	MURRAY AUTUMN	digital	0.0	digital		1.0	S8GA00180	S	S	0.0	500.0	MOVEON.ORG POLITICAL ACTION	U	W	1.0		1.0	1.0	Moveon.org	PI	J1200	Jon Ossoff (D)	C	DW	S	GA			2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	6.0		2020.0	1.0	1.0	0.0005	113.65	0.0004399472
400	2020.0	C00571703	606109.0	WEB AD	RICHARD SALES MEDIA	digital	0.0	digital		1.0	S0IA00176	S	O	0.0	28500.0	SENATE LEADERSHIP FUND	U	O	2.0		2.0	2.0	Senate Leadership Fund	OI	J1100	Theresa Greenfield (D)	C	DL	S	IA			2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	7.0		2020.0	1.0	1.0	0.0285	113.65	0.025076991
401	2018.0	C00487470	156439.0	DIGITAL AD PLACEMENT PRODUCTION	BASK DIGITAL MEDIA	digital	0.0	digital		1.0	S2WI00219	S	O	0.0	25875.0	CLUB FOR GROWTH ACTION	U	O	2.0		2.0	2.0	Club for Growth Action	OI	J1100	Tammy Baldwin (D)	I	DW	S	WI			2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	7.0			1.0	1.0	0.025875	110.32	0.023454497
402	2020.0	C00639591	13977.0	ADVERTISING EXPENSES	GOOGLE	media	1.0	digital		1.0	H8NY15148	H		1.0		ALEXANDRIA OCASIO-CORTEZ FOR CONGRESS	P	H		1.0	1.0	1.0	Alexandria Ocasio-Cortez for Congress	DW	Z1200	Alexandria Ocasio-Cortez (D)	I	DW	H	NY	14.0		1.0	137061.73999786377	OCASIO-CORTEZ, ALEXANDRIA	NY	14.0	I	C	1.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2020.0	2.0	1.0	0.13706173	113.65	0.12059985
403	2018.0	C00487470	289718.0	INTERNET COMMUNICATIONS FROM ADVANCE LINE	CLUB FOR GROWTH	digital	0.0	digital		1.0	S8WI00216	S	S	0.0	45.68000030517578	CLUB FOR GROWTH ACTION	U	O	2.0		2.0	2.0	Club for Growth Action	OI	J1100	Kevin Nicholson (R)	C	RL	S	WI			2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	7.0			1.0	1.0	4.568e-05	110.32	4.1406816e-05
404	2018.0	C00580621	3874.0	AD	FACEBOOK	media	1.0	digital		1.0	H4OH14110	H		1.0		LYNCH FOR CONGRESS 16	P	H		2.0	2.0	2.0	Lynch for Congress 16	RN	Z1100	Matt Lynch (R)	C	RN	H	OH	14.0		1.0	76.89000225067139	LYNCH, MATT	OH	14.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			2.0	1.0	7.689e-05	110.32	6.969724e-05
405	2010.0	C00000935	255649.0	GENERIC CMTE ADVERTISING	GOOGLE	media	1.0	digital		1.0				1.0		DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE	U	Y	1.0	1.0	1.0	1.0	Democratic Congressional Campaign Cmte	DP	Z5200								1.0	16455.200134277344								0.0	0.0		1.0	1.0	1.0	1.0	0.0	5.0			2.0	1.0	0.0164552	96.17	0.017110534
406	2014.0	C00487470	176175.0	EMAIL COSTS FROM ADVANCE LINE	CLUB FOR GROWTH	digital	0.0	digital		1.0	S8MS00055	S	O	0.0	216.13999938964844	CLUB FOR GROWTH ACTION	U	O	2.0		2.0	2.0	Club for Growth Action	OI	J1100	Thad Cochran (R)	I	RW	S	MS			2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	7.0			1.0	1.0	0.00021614	103.65	0.0002085287
407	2020.0	C00552851	402566.0	PAC ONLINE ADVERTISING	FACEBOOK	digital	1.0	digital		1.0				1.0		HOUSE FREEDOM FUND	D	Q	2.0		2.0	2.0	House Freedom Fund	PI	J1100								1.0	12803.43994140625								0.0	0.0		1.0	1.0	1.0	1.0	1.0	6.0		2020.0	2.0	1.0	0.012803439	113.65	0.011265675
408	2014.0	C00546846	12149.0	ADVERTISEMENT ONLINE	FACEBOOK	digital	1.0	digital		1.0	H4FL26038	H		1.0		CARLOS CURBELO CONGRESS	P	H		2.0	2.0	2.0	Carlos Curbelo Congress	RW	Z1100	Carlos Curbelo (R)	C	RW	H	FL	26.0		1.0	41.240000903606415	CURBELO, CARLOS MR.	FL	26.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			2.0	1.0	4.124e-05	103.65	3.978775e-05
409	2018.0	C90016106	156666.0	DIGITAL ADVERTISEMENT	KILLER TRACKS	digital	0.0	digital		1.0	H6NV04020	H	S	0.0	11.109999656677246	AFL-CIO COMMITTEE ON POLITICAL EDUCATION TREASURY FUND	U	I	1.0			1.0	AFL-CIO	OL	L0000	Susie Lee (D)	O	DW	H	NV	3.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	8.0			1.0	1.0	1.111e-05	110.32	1.0070703e-05
410	2018.0	C00649608	335521.0	MEDIA	FACEBOOK	media	1.0	digital		1.0	H8NC03076	H		1.0		THE SCOTT DACEY COMMITTEE	P	H		2.0	2.0	2.0	Scott Dacey Cmte	RL	Z1100	Scott Dacey (R)	C	RL	H	NC	3.0		1.0	1311.47998046875	DACEY, SCOTT	NC	3.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			2.0	1.0	0.00131148	110.32	0.0011887962
411	2018.0	C00629592	466452.0	PRODUCTION AND PLACEMENT OF SOCIAL MEDIA ADS RUNNING	STRATEGIC MEDIA 21	digital	0.0	digital		1.0	H4CA45097	H	S	0.0	5000.0	OUR FUTURE IN AMERICA, INC.	U	O	2.0		2.0	2.0	Our Future In America	OI	J1100	Mimi Walters (R)	I	RL	H	CA	45.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	7.0			1.0	1.0	0.005	110.32	0.0045322697
412	2018.0	C00638353	12358.0	ADVERTISING	FACEBOOK	media	1.0	digital		1.0	H8TX19111	H		1.0		MIGUEL LEVARIO FOR CONGRESS	P	H		1.0	1.0	1.0	Miguel Levario for Congress	DL	Z1200	Miguel Levario (D)	C	DL	H	TX	19.0		1.0	389.09999561309814	LEVARIO, MIGUEL ANTONIO MR. PHD	TX	19.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			2.0	1.0	0.0003891	110.32	0.00035270123
413	2012.0	C00519058	289204.0	INTERNET ADVERTISING	SAVANNA COMMUNICATIONS	digital	0.0	digital		1.0	S2MD00198	S		0.0		SOBHANI FOR MARYLAND	P	S		3.0	3.0	3.0	Sobhani for Maryland	3L	Z1300	Rob Sobhani (I)	C	3L	S	MD			1.0	23000.0	SOBHANI, S ROB	MD	0.0	C	P	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	2.0		2012.0	1.0	1.0	0.023	100.0	0.023
414	2016.0	C00576751	606269.0	WEB ADVERTISING	FACEBOOK	digital	1.0	digital		1.0	H6MD01213	H		1.0		MIKE SMIGIEL FOR CONGRESS	P	H		2.0	2.0	2.0	Mike Smigiel For Congress	RL	Z1100	Mike Smigiel (R)	C	RL	H	MD	1.0		1.0	241.25999450683594	SMIGIEL, SR., MICHAEL D. MR.	MD	1.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2016.0	2.0	1.0	0.00024126	105.74	0.00022816342
415	2020.0	C00658815	387520.0	ONLINE ADVERTISING	1854	digital	0.0	digital		1.0	H6MN02149	S	S	0.0	20000.0	RIGHT NOW USA	U	O	2.0		2.0	2.0	Right Now USA	OI	J1100	Jason Lewis (R)	C	RL	H	MN			2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	7.0		2020.0	1.0	1.0	0.02	113.65	0.017597888
416	2010.0	C00476176	13791.0	ADVERTISING ERROR ON AD	FACEBOOK	media	1.0	digital		1.0	H0WA09044	H		1.0		VOTERS FOR DICK MURI	P	H		2.0	2.0	2.0	Voters for Dick Muri	RL	Z1100	Dick Muri (R)	C	RL	H	WA	9.0		1.0	2.990000009536743	MURI, RICHARD WALTER	WA	9.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			2.0	1.0	2.99e-06	96.17	3.1090776e-06
417	2018.0	C00660183	11824.0	ADVERTISEMENT	TWITTER	media	1.0	digital		1.0	H8NV03218	H		1.0		MORTENSEN FOR CONGRESS	P	H		2.0	2.0	2.0	Mortensen for Congress	RL	Z1100	Michelle Mortensen (R)	O	RL	H	NV	3.0		1.0	500.0	MORTENSEN, MICHELLE	NV	3.0	O	C	3.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			2.0	1.0	0.0005	110.32	0.000453227
418	2010.0	C00471300	606269.0	WEB ADVERTISING	DONEHUE DIRECT	digital	0.0	digital		1.0	H0KS02121	H		0.0		PYLE FOR CONGRESS	P	H		2.0	2.0	2.0	Pyle for Congress	RL	Z1100	Dennis D Pyle (R)	C	RL	H	KS	2.0		1.0	2200.0	PYLE, DENNIS D	KS	2.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			1.0	1.0	0.0022	96.17	0.0022876158
419	2020.0	C00576173	387520.0	ONLINE ADVERTISING	FACEBOOK	digital	1.0	digital		1.0	S0KS00315	S		1.0		KANSANS FOR MARSHALL	P	S		2.0	2.0	2.0	Kansans for Marshall	RW	Z1100	Roger Marshall (R)	O	RW	S	KS			1.0	16881.01999282837	MARSHALL, ROGER W	KS	0.0	O	C	3.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	2.0		2020.0	2.0	1.0	0.016881019	113.65	0.014853514
420	2016.0	C00619338	521577.0	SOCIAL MEDIA ADVERTSIING	FACEBOOK	digital	1.0	digital		1.0	H6MA01096	H		1.0		SIMMONS4CONGRESS	P	H		3.0	3.0	3.0	Simmons4congress	3L	Z1300	Thomas T Simmons (L)	C	3L	H	MA	1.0		1.0	708.1199951171875	SIMMONS, THOMAS T	MA	1.0	C	P	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2016.0	2.0	1.0	0.00070812	105.74	0.00066968036
421	2010.0	C00482984	63091.0	CAMPAIGN ADVERTISING	FACEBOOK	media	1.0	digital		1.0	S0WI00197	S		1.0		RON JOHNSON FOR SENATE INC	P	S		2.0	2.0	2.0	Ron Johnson for Senate	RW	Z1100	Ron Johnson (R)	C	RW	S	WI			1.0	2031.2500610351562	JOHNSON, RONALD HAROLD	WI	0.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	2.0			2.0	1.0	0.00203125	96.17	0.002112145
422	2020.0	C00487470	156428.0	DIGITAL AD PLACEMENT	TARGET ENTERPRISES	digital	0.0	digital		1.0	H0TN01134	H	S	0.0	75000.0	CLUB FOR GROWTH ACTION	U	O	2.0		2.0	2.0	Club for Growth Action	OI	J1100	Timothy Hill (R)	O	RL	H	TN	1.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	7.0		2020.0	1.0	1.0	0.075	113.65	0.06599208
423	2012.0	C00515510	335800.0	MEDIA AND WEB PRODUCTION	DONEHUE DIRECT	digital	0.0	digital		1.0	S2WI00268	S		0.0		HOVDE FOR SENATE COMMITTEE	P	S		2.0	2.0	2.0	Hovde for Senate Cmte	RL	Z1100	Eric Hovde (R)	O	RL	S	WI			1.0	2975.489990234375	HOVDE, ERIC D	WI	0.0	O	P	3.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	2.0		2012.0	1.0	1.0	0.00297549	100.0	0.00297549
424	2020.0	C90019316	182681.0	ESTIMATE DIGITAL ADVERTISING SCOTT NC V	LONGWELL PARTNERS	digital	0.0	digital		1.0	P80001571	P	O	0.0	356.86	DEFENDING DEMOCRACY TOGETHER	U	I	1.0		1.0	1.0	Defending Democracy Together	OI	J1200	Donald Trump (R)	I	RL	P			2.0	2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	8.0		2020.0	1.0	1.0	0.00035686	113.65	0.0003139991
425	2018.0	C00653600	156706.0	DIGITAL ADVERTISING	SWIFTKURRENT	digital	0.0	digital		1.0	S8MA00326	S		0.0		BETH LINDSTROM FOR US SENATE INC	P	S		2.0	2.0	2.0	Beth Lindstrom for US Senate	RL	Z1100	Beth Lindstrom (R)	C	RL	S	MA			1.0	8534.020004272461	LINDSTROM, BETH	MA	0.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	2.0			1.0	1.0	0.00853402	110.32	0.007735696
426	2020.0	C00748947	156828.0	DIGITAL ADVERTISING EXPENSE	INTELLZ	digital	0.0	digital		1.0	H0MO05216	H		0.0		BARHAM FOR CONGRESS	P	H		2.0	2.0	2.0	Barham for Congress	RL	Z1100	Jerry Barham (R)	C	RL	H	MO	5.0		1.0	4500.0	BARHAM, JERRY	MO	5.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2020.0	1.0	1.0	0.0045	113.65	0.0039595244
427	2016.0	C00590489	12358.0	ADVERTISING	FACEBOOK	media	1.0	digital		1.0	H2FL08063			1.0		VAL DEMINGS FOR CONGRESS	P	H		1.0	1.0	1.0	Val Demings For Congress	DW	Z1200	Val Demings (D)	O	DW	H	FL	10.0		1.0	78.58000183105469						3.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2016.0	2.0	1.0	7.858e-05	105.74	7.431436e-05
428	2012.0	C00499020	278780.0	IE RIBBLE ONLINE ADS	HARRIS MEDIA	digital	0.0	digital		1.0	H0WI08075	H	S	0.0	35375.0	FREEDOMWORKS FOR AMERICA	U	O	2.0		2.0	2.0	Freedomworks for America	OI	J1100	Reid Ribble (R)	I	RW	H	WI	8.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	7.0		2012.0	1.0	1.0	0.035375	100.0	0.035375
429	2020.0	C00697441	387600.0	ONLINE ADVERTISING CREDIT	GOOGLE	digital	1.0	digital		1.0	P00010298	P		1.0		WIN THE ERA PAC	U	N		1.0	1.0	1.0	Pete for America	DL	Z1200	Pete Buttigieg (D)	C	DL	P				1.0	-200.0	BUTTIGIEG, PETE	US	0.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	6.0		2020.0	2.0	1.0	-0.0002	113.65	-0.00017597887
430	2020.0	C00509422	329319.0	MASS MAIL TV AND ONLINE ADS	GILLIARD BLANNING ASSOC	digital	0.0	digital		1.0	H2CA02142	H		0.0		DOUG LAMALFA COMMITTEE	P	H		2.0	2.0	2.0	Doug Lamalfa Cmte	RW	Z1100	Doug LaMalfa (R)	I	RW	H	CA	1.0		1.0	30930.0	LAMALFA, DOUG	CA	1.0	I	C	1.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2020.0	1.0	1.0	0.03093	113.65	0.027215132
431	2014.0	C00484287	387520.0	ONLINE ADVERTISING	NEW PARTNERS CONSULTING	digital	0.0	digital		1.0	S8CO00172	S	S	0.0	5000.0	WORKERS' VOICE	B	O	1.0			1.0	AFL-CIO Workers' Voices PAC	OL	L0000	Mark Udall (D)	I	DL	S	CO			2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	7.0			1.0	1.0	0.005	103.65	0.0048239264
432	2018.0	C00617381	11824.0	ADVERTISEMENT	TWITTER	media	1.0	digital		1.0				1.0		THE COLLECTIVE PAC	U	Q					The Collective PAC	PI	J7500								1.0	2608.0799713134766								0.0	0.0		1.0	1.0	1.0	1.0	0.0	6.0			2.0	1.0	0.0026080802	110.32	0.0023641046
433	2018.0	C00689901	199607.0	FACEBOOK AND INSTAGRAM ADS RUNNING	MISSION CONTROL	digital	0.0	digital		1.0	H8MT01232	H	S	0.0	750.0	FORWARD MONTANA	U	O	1.0		1.0	1.0	Forward Montana	OI	J1200	Kathleen Williams (D)	C	DL	H	MT	1.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	7.0			1.0	1.0	0.00075	110.32	0.00067984045
434	2020.0	C00282343	521471.0	SOCIAL MEDIA AD	VON AGENCY	digital	0.0	digital		1.0				0.0		NEW YORK STATE CONSERVATIVE PARTY	U	Y		3.0	3.0	3.0	Conservative Party of New York State	3P	Z5300								1.0	790.0								0.0	0.0		1.0	1.0	1.0	1.0	1.0	5.0		2020.0	1.0	1.0	0.00079	113.65	0.0006951166
435	2006.0	C00042366	289204.0	INTERNET ADVERTISING	MSHC PARTNERS	digital	0.0	digital		1.0				0.0		DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE	U	Y		1.0	1.0	1.0	Democratic Senatorial Campaign Cmte	DP	Z5200								1.0	29996.0								0.0	0.0		1.0	1.0	1.0	1.0	0.0	5.0			1.0	1.0	0.029996	90.2	0.03325499
